ID	Name	Equation	Definition	Genes
rxn00379_c0	ATP:sulfate adenylyltransferase_c0	(1) cpd00002[c0] + (1) cpd00048[c0] <=> (1) cpd00012[c0] + (1) cpd00193[c0]	(1) ATP_c0[c0] + (1) Sulfate_c0[c0] <=> (1) PPi_c0[c0] + (1) APS_c0[c0]	(fig|6666666.1394842.peg.2957 or fig|6666666.1394842.peg.2956)
rxn01025_c0	5-Methylcytosine aminohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd01587[c0] => (1) cpd00013[c0] + (1) cpd00151[c0]	(1) H2O_c0[c0] + (1) H+_c0[c0] + (1) 5-Methylcytosine_c0[c0] => (1) NH3_c0[c0] + (1) Thymine_c0[c0]	fig|6666666.1394842.peg.106
rxn08851_c0	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)_c0	(1) cpd00001[c0] + (1) cpd15349[c0] <=> (1) cpd00067[c0] + (1) cpd02090[c0] + (1) cpd15269[c0]	(1) H2O_c0[c0] + (1) 2-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl_c0[c0] <=> (1) H+_c0[c0] + (1) Glycerophosphoglycerol_c0[c0] + (1) octadecenoate_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn02155_c0	ATP:nicotinamide-nucleotide adenylyltransferase_c0	(1) cpd00002[c0] + (1) cpd00873[c0] <=> (1) cpd00012[c0] + (1) cpd00638[c0]	(1) ATP_c0[c0] + (1) Nicotinate ribonucleotide_c0[c0] <=> (1) PPi_c0[c0] + (1) Deamido-NAD_c0[c0]	(fig|6666666.1394842.peg.2382 or fig|6666666.1394842.peg.814 or fig|6666666.1394842.peg.2382)
rxn02228_c0	3-Mercaptolactate:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd03455[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00706[c0]	(1) NAD_c0[c0] + (1) 3-Mercaptolactate_c0[c0] <=> (1) NADH_c0[c0] + (1) H+_c0[c0] + (1) Mercaptopyruvate_c0[c0]	(fig|6666666.1394842.peg.3064 or fig|6666666.1394842.peg.3072)
rxn05975_c0	2-Oxoaldehyde:NAD+ 2-oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd11693[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd11625[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) 2-Oxoaldehyde_c0[c0] <=> (1) NADH_c0[c0] + (2) H+_c0[c0] + (1) 2-Oxo acid_c0[c0]	fig|6666666.1394842.peg.520
rxn01754_c0	ATP:erythritol 4-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00392[c0] <=> (1) cpd00008[c0] + (1) cpd02203[c0]	(1) ATP_c0[c0] + (1) Phycite_c0[c0] <=> (1) ADP_c0[c0] + (1) D-Erythritol 4-phosphate_c0[c0]	fig|6666666.1394842.peg.3043
rxn05170_c0	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00179[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00179[c0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) Maltose_e0[e0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) Maltose_c0[c0]	fig|6666666.1394842.peg.808
rxn02475_c0	2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00957[c0] => (1) cpd00013[c0] + (1) cpd00931[c0]	(1) H2O_c0[c0] + (1) H+_c0[c0] + (1) 2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone_c0[c0] => (1) NH3_c0[c0] + (1) 5-Amino-6--5-phosphoribosylaminouracil_c0[c0]	(fig|6666666.1394842.peg.1749 and fig|6666666.1394842.peg.1749)
rxn01273_c0	(R)-Lactaldehyde:NAD+ 2-oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00693[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd00221[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) D-Lactaldehyde_c0[c0] <=> (1) NADH_c0[c0] + (2) H+_c0[c0] + (1) D-Lactate_c0[c0]	fig|6666666.1394842.peg.520
rxn14291_c0	5beta-dihydrotestosterone:NADP+ 4,5-oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd03139[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00420[c0]	(1) NADP_c0[c0] + (1) 5beta-Dihydrotestosterone_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) Testosterone_c0[c0]	fig|6666666.1394842.peg.3289
rxn05484_c0	acetoacetate transport via proton symport_c0	(1) cpd00067[e0] + (1) cpd00142[e0] <=> (1) cpd00067[c0] + (1) cpd00142[c0]	(1) H+_e0[e0] + (1) Acetoacetate_e0[e0] <=> (1) H+_c0[c0] + (1) Acetoacetate_c0[c0]	fig|6666666.1394842.peg.1301
rxn03108_c0	ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00067[c0] + (1) cpd02775[c0] <=> (1) cpd00008[c0] + (1) cpd02894[c0]	(1) ATP_c0[c0] + (1) H+_c0[c0] + (1) 4-Amino-5-phosphomethyl-2-methylpyrimidine_c0[c0] <=> (1) ADP_c0[c0] + (1) 4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0[c0]	fig|6666666.1394842.peg.1600
rxn01018_c0	carbamoyl-phosphate:L-aspartate carbamoyltransferase_c0	(1) cpd00041[c0] + (1) cpd00146[c0] => (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00343[c0]	(1) L-Aspartate_c0[c0] + (1) Carbamoylphosphate_c0[c0] => (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) N-Carbamoyl-L-aspartate_c0[c0]	fig|6666666.1394842.peg.1764
rxn04132_c0	R06063_c0	(1) cpd00001[c0] + (1) cpd08625[c0] => (1) cpd00011[c0] + (1) cpd00067[c0] + (1) cpd01567[c0]	(1) H2O_c0[c0] + (1) 5-Hydroxyisourate_c0[c0] => (1) CO2_c0[c0] + (1) H+_c0[c0] + (1) (R)-Allantoin_c0[c0]	Unknown
rxn06136_c0	Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)_c0	(2) cpd00005[c0] + (4) cpd00067[c0] + (1) cpd00070[c0] + (1) cpd00327[c0] <=> (1) cpd00001[c0] + (2) cpd00006[c0] + (1) cpd00010[c0] + (1) cpd00011[c0] + (1) cpd01393[c0]	(2) NADPH_c0[c0] + (4) H+_c0[c0] + (1) Malonyl-CoA_c0[c0] + (1) strcoa_c0[c0] <=> (1) H2O_c0[c0] + (2) NADP_c0[c0] + (1) CoA_c0[c0] + (1) CO2_c0[c0] + (1) Icosanoyl-CoA_c0[c0]	fig|6666666.1394842.peg.3032
rxn08813_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15321[c0] <=> (1) cpd00067[c0] + (1) cpd00214[c0] + (1) cpd02090[c0]	(1) H2O_c0[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl_c0[c0] <=> (1) H+_c0[c0] + (1) Palmitate_c0[c0] + (1) Glycerophosphoglycerol_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn05683_c0	Butyrate transport via proton symport, reversible_c0	(1) cpd00067[e0] + (1) cpd00211[e0] <=> (1) cpd00067[c0] + (1) cpd00211[c0]	(1) H+_e0[e0] + (1) Butyrate_e0[e0] <=> (1) H+_c0[c0] + (1) Butyrate_c0[c0]	fig|6666666.1394842.peg.1301
rxn00124_c0	ATP:pyridoxal 5'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00215[c0] <=> (1) cpd00008[c0] + (1) cpd00016[c0] + (1) cpd00067[c0]	(1) ATP_c0[c0] + (1) Pyridoxal_c0[c0] <=> (1) ADP_c0[c0] + (1) Pyridoxal phosphate_c0[c0] + (1) H+_c0[c0]	(fig|6666666.1394842.peg.1003 or fig|6666666.1394842.peg.1316)
rxn08793_c0	L-Lactate dehydrogenase (menaquinone)_c0	(1) cpd00159[c0] + (1) cpd15500[c0] => (1) cpd00020[c0] + (1) cpd15499[c0]	(1) L-Lactate_c0[c0] + (1) Menaquinone 8_c0[c0] => (1) Pyruvate_c0[c0] + (1) Menaquinol 8_c0[c0]	(fig|6666666.1394842.peg.3064 or fig|6666666.1394842.peg.3072)
rxn00947_c0	Palmitate:CoA ligase (AMP-forming)_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd00214[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00134[c0]	(1) ATP_c0[c0] + (1) CoA_c0[c0] + (1) Palmitate_c0[c0] => (1) PPi_c0[c0] + (1) AMP_c0[c0] + (1) H+_c0[c0] + (1) Palmitoyl-CoA_c0[c0]	(fig|6666666.1394842.peg.467 or fig|6666666.1394842.peg.339 or fig|6666666.1394842.peg.2323)
rxn02971_c0	5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase_c0	(1) cpd02536[c0] <=> (1) cpd02255[c0]	(1) Muconolactone_c0[c0] <=> (1) 3-oxoadipate-enol-lactone_c0[c0]	fig|6666666.1394842.peg.2428
rxn03247_c0	(S)-Hydroxyoctanoyl-CoA hydro-lyase_c0	(1) cpd03120[c0] <=> (1) cpd00001[c0] + (1) cpd03130[c0]	(1) (S)-Hydroxyoctanoyl-CoA_c0[c0] <=> (1) H2O_c0[c0] + (1) (2E)-Octenoyl-CoA_c0[c0]	fig|6666666.1394842.peg.67
rxn01476_c0	6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0	(1) cpd00001[c0] + (1) cpd00911[c0] => (1) cpd00067[c0] + (1) cpd00284[c0]	(1) H2O_c0[c0] + (1) 6-phospho-D-glucono-1-5-lactone_c0[c0] => (1) H+_c0[c0] + (1) 6-Phospho-D-gluconate_c0[c0]	fig|6666666.1394842.peg.1731
rxn00205_c0	glutathione:hydrogen-peroxide oxidoreductase_c0	(1) cpd00025[c0] + (2) cpd00042[c0] => (2) cpd00001[c0] + (1) cpd00111[c0]	(1) H2O2_c0[c0] + (2) GSH_c0[c0] => (2) H2O_c0[c0] + (1) Oxidized glutathione_c0[c0]	(fig|6666666.1394842.peg.2727 or fig|6666666.1394842.peg.2727)
rxn02789_c0	2-Isopropylmalate hydro-lyase_c0	(1) cpd01646[c0] <=> (1) cpd00001[c0] + (1) cpd01710[c0]	(1) 2-Isopropylmalate_c0[c0] <=> (1) H2O_c0[c0] + (1) 2-Isopropylmaleate_c0[c0]	(fig|6666666.1394842.peg.1448 or fig|6666666.1394842.peg.1447 or (fig|6666666.1394842.peg.1447 and fig|6666666.1394842.peg.1448))
rxn00988_c0	Acetoacetate:CoA ligase (AMP-forming)_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd00142[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00279[c0]	(1) ATP_c0[c0] + (1) CoA_c0[c0] + (1) Acetoacetate_c0[c0] => (1) PPi_c0[c0] + (1) AMP_c0[c0] + (1) H+_c0[c0] + (1) Acetoacetyl-CoA_c0[c0]	(Unknown and (fig|6666666.1394842.peg.467 or fig|6666666.1394842.peg.339 or fig|6666666.1394842.peg.2323))
rxn01506_c0	N-Acetyl-D-glucosamine 6-phosphate 2-epimerase_c0	(1) cpd00293[c0] <=> (1) cpd02612[c0]	(1) N-Acetyl-D-glucosamine 6-phosphate_c0[c0] <=> (1) N-Acetylmannosamine 6-phosphate_c0[c0]	fig|6666666.1394842.peg.2794
rxn00410_c0	UTP:ammonia ligase (ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd00013[c0] + (1) cpd00062[c0] <=> (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00052[c0] + (2) cpd00067[c0]	(1) ATP_c0[c0] + (1) NH3_c0[c0] + (1) UTP_c0[c0] <=> (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) CTP_c0[c0] + (2) H+_c0[c0]	(fig|6666666.1394842.peg.1553 or fig|6666666.1394842.peg.1533)
rxn03063_c0	S-Adenosyl-L-methionine:zymosterol C-methyltransferase_c0	(1) cpd00017[c0] + (1) cpd03221[c0] <=> (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd02755[c0]	(1) S-Adenosyl-L-methionine_c0[c0] + (1) Zymosterol_c0[c0] <=> (1) S-Adenosyl-homocysteine_c0[c0] + (1) H+_c0[c0] + (1) Fecosterol_c0[c0]	fig|6666666.1394842.peg.929
rxn01333_c0	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase_c0	(1) cpd00102[c0] + (1) cpd00238[c0] <=> (1) cpd00072[c0] + (1) cpd00236[c0]	(1) Glyceraldehyde3-phosphate_c0[c0] + (1) Sedoheptulose7-phosphate_c0[c0] <=> (1) D-fructose-6-phosphate_c0[c0] + (1) D-Erythrose4-phosphate_c0[c0]	fig|6666666.1394842.peg.1728
rxn12510_c0	ATP:pantothenate 4'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00644[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02201[c0]	(1) ATP_c0[c0] + (1) PAN_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) 4-phosphopantothenate_c0[c0]	(fig|6666666.1394842.peg.1135 or fig|6666666.1394842.peg.1135)
rxn03933_c0	UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase_c0	(1) cpd00037[c0] + (1) cpd02948[c0] <=> (1) cpd00014[c0] + (1) cpd03491[c0]	(1) UDP-N-acetylglucosamine_c0[c0] + (1) MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol_c0[c0] <=> (1) UDP_c0[c0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0[c0]	fig|6666666.1394842.peg.2187
rxn00414_c0	hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)_c0	(1) cpd00001[c0] + (2) cpd00002[c0] + (1) cpd00053[c0] + (1) cpd00242[c0] => (2) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00023[c0] + (2) cpd00067[c0] + (1) cpd00146[c0]	(1) H2O_c0[c0] + (2) ATP_c0[c0] + (1) L-Glutamine_c0[c0] + (1) H2CO3_c0[c0] => (2) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) L-Glutamate_c0[c0] + (2) H+_c0[c0] + (1) Carbamoylphosphate_c0[c0]	(fig|6666666.1394842.peg.1761 and fig|6666666.1394842.peg.1762)
rxn09110_c0	Phosphatidylglycerol synthase (n-C14:1)_c0	(1) cpd00080[c0] + (1) cpd15422[c0] <=> (1) cpd00046[c0] + (1) cpd15544[c0]	(1) Glycerol-3-phosphate_c0[c0] + (1) CDP-1,2-ditetradec-7-enoylglycerol_c0[c0] <=> (1) CMP_c0[c0] + (1) Phosphatidylglycerophosphate ditetradec-7-enoyl_c0[c0]	fig|6666666.1394842.peg.1906
rxn00529_c0	L-tyrosine carboxy-lyase (tyramine-forming)_c0	(1) cpd00067[c0] + (1) cpd00069[c0] => (1) cpd00011[c0] + (1) cpd00374[c0]	(1) H+_c0[c0] + (1) L-Tyrosine_c0[c0] => (1) CO2_c0[c0] + (1) Tyramine_c0[c0]	fig|6666666.1394842.peg.1736
rxn03970_c0	Coniferyl aldehyde:NAD oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd01733[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd01059[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) Ferulaldehyde_c0[c0] <=> (1) NADH_c0[c0] + (2) H+_c0[c0] + (1) Ferulate_c0[c0]	fig|6666666.1394842.peg.485
rxn00159_c0	(S)-malate:NAD+ oxidoreductase (decarboxylating)_c0	(1) cpd00003[c0] + (1) cpd00130[c0] => (1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd00020[c0]	(1) NAD_c0[c0] + (1) L-Malate_c0[c0] => (1) NADH_c0[c0] + (1) CO2_c0[c0] + (1) Pyruvate_c0[c0]	fig|6666666.1394842.peg.3243
rxn00303_c0	ATP:GTP 3'-diphosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00038[c0] <=> (1) cpd00018[c0] + (2) cpd00067[c0] + (1) cpd02740[c0]	(1) ATP_c0[c0] + (1) GTP_c0[c0] <=> (1) AMP_c0[c0] + (2) H+_c0[c0] + (1) Guanosine 5'-triphosphate,3'-diphosphate_c0[c0]	(fig|6666666.1394842.peg.1804 or fig|6666666.1394842.peg.1309)
rxn00799_c0	(S)-malate hydro-lyase (fumarate-forming)_c0	(1) cpd00130[c0] <=> (1) cpd00001[c0] + (1) cpd00106[c0]	(1) L-Malate_c0[c0] <=> (1) H2O_c0[c0] + (1) Fumarate_c0[c0]	fig|6666666.1394842.peg.1148
rxn03611_c0	4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)_c0	(1) cpd00007[c0] + (1) cpd04117[c0] <=> (2) cpd00067[c0] + (1) cpd02542[c0]	(1) O2_c0[c0] + (1) 4-Methylcatechol_c0[c0] <=> (2) H+_c0[c0] + (1) 3-Methyl-cis,cis-muconate_c0[c0]	fig|6666666.1394842.peg.2430
rxn01977_c0	alpha-D-Glucose 6-phosphate ketol-isomerase_c0	(1) cpd00079[c0] <=> (1) cpd00863[c0]	(1) D-glucose-6-phosphate_c0[c0] <=> (1) beta-D-Glucose 6-phosphate_c0[c0]	fig|6666666.1394842.peg.937
rxn01073_c0	sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00908[c0] => (1) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd00162[c0]	(1) H2O_c0[c0] + (1) Glycerophosphoethanolamine_c0[c0] => (1) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) Aminoethanol_c0[c0]	(fig|6666666.1394842.peg.1519 or fig|6666666.1394842.peg.3061)
rxn02405_c0	CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase_c0	(1) cpd00052[c0] + (1) cpd00875[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02546[c0]	(1) CTP_c0[c0] + (1) KDO_c0[c0] => (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) CMP-KDO_c0[c0]	fig|6666666.1394842.peg.1966
rxn00011_c0	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)_c0	(1) cpd00011[c0] + (1) cpd03049[c0] <= (1) cpd00020[c0] + (1) cpd00056[c0] + (1) cpd00067[c0]	(1) CO2_c0[c0] + (1) 2-Hydroxyethyl-ThPP_c0[c0] <= (1) Pyruvate_c0[c0] + (1) TPP_c0[c0] + (1) H+_c0[c0]	((fig|6666666.1394842.peg.1402 and fig|6666666.1394842.peg.1403) or fig|6666666.1394842.peg.2275)
rxn02200_c0	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0	(1) cpd00443[c0] + (1) cpd00954[c0] <=> (1) cpd00001[c0] + (1) cpd00683[c0]	(1) ABEE_c0[c0] + (1) 6-hydroxymethyl dihydropterin_c0[c0] <=> (1) H2O_c0[c0] + (1) Dihydropteroate_c0[c0]	(fig|6666666.1394842.peg.2839 or fig|6666666.1394842.peg.835)
rxn01069_c0	O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming)_c0	(1) cpd00001[c0] + (1) cpd00809[c0] => (1) cpd00009[c0] + (1) cpd00161[c0]	(1) H2O_c0[c0] + (1) O-Phospho-L-homoserine_c0[c0] => (1) Phosphate_c0[c0] + (1) L-Threonine_c0[c0]	fig|6666666.1394842.peg.2250
rxn05528_c0	Copper-transporting ATPase_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00058[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00058[e0] + (1) cpd00067[c0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) Cu2+_c0[c0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) Cu2+_e0[e0] + (1) H+_c0[c0]	(fig|6666666.1394842.peg.454 or fig|6666666.1394842.peg.3112 or fig|6666666.1394842.peg.3204 or fig|6666666.1394842.peg.502 or fig|6666666.1394842.peg.3203 or fig|6666666.1394842.peg.3113 or fig|6666666.1394842.peg.3149 or fig|6666666.1394842.peg.3147 or fig|6666666.1394842.peg.3179 or fig|6666666.1394842.peg.3202)
rxn00791_c0	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase_c0	(1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02642[c0] <= (1) cpd00093[c0] + (1) cpd00103[c0]	(1) PPi_c0[c0] + (1) H+_c0[c0] + (1) N-5-phosphoribosyl-anthranilate_c0[c0] <= (1) Anthranilate_c0[c0] + (1) PRPP_c0[c0]	fig|6666666.1394842.peg.3264
rxn05108_c0	R07396_c0	(1) cpd00023[c0] + (1) cpd00869[c0] <=> (1) cpd00024[c0] + (1) cpd00060[c0]	(1) L-Glutamate_c0[c0] + (1) 4-methylthio 2-oxobutyrate_c0[c0] <=> (1) 2-Oxoglutarate_c0[c0] + (1) L-Methionine_c0[c0]	fig|6666666.1394842.peg.897
rxn00065_c0	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)_c0	(1) cpd00002[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00446[c0]	(1) ATP_c0[c0] => (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) cAMP_c0[c0]	(fig|6666666.1394842.peg.367 or fig|6666666.1394842.peg.367)
rxn04676_c0	D-xylulose-5-phosphate:thiamin diphosphate glycolaldehydetransferase_c0	(1) cpd00056[c0] + (1) cpd00198[c0] <=> (1) cpd00102[c0] + (1) cpd09421[c0]	(1) TPP_c0[c0] + (1) D-Xylulose5-phosphate_c0[c0] <=> (1) Glyceraldehyde3-phosphate_c0[c0] + (1) 2-(1,2-Dihydroxyethyl)-TPP_c0[c0]	fig|6666666.1394842.peg.1257
rxn08783_c0	DLACTDEHYDROGFAD-RXN.c.metaexp.CPD-9956_c0	(1) cpd00221[c0] + (1) cpd15560[c0] => (1) cpd00020[c0] + (1) cpd15561[c0]	(1) D-Lactate_c0[c0] + (1) Ubiquinone-8_c0[c0] => (1) Pyruvate_c0[c0] + (1) Ubiquinol-8_c0[c0]	fig|6666666.1394842.peg.987
rxn01827_c0	4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)_c0	(1) cpd00007[c0] + (1) cpd00868[c0] <=> (1) cpd00011[c0] + (1) cpd00426[c0]	(1) O2_c0[c0] + (1) p-hydroxyphenylpyruvate_c0[c0] <=> (1) CO2_c0[c0] + (1) Homogentisate_c0[c0]	(fig|6666666.1394842.peg.490 or fig|6666666.1394842.peg.490)
rxn00358_c0	UDP-D-galactopyranose furanomutase_c0	(1) cpd00043[c0] <=> (1) cpd02338[c0]	(1) UDP-galactose_c0[c0] <=> (1) UDP-D-galacto-1,4-furanose_c0[c0]	fig|6666666.1394842.peg.3041
rxn05312_c0	Inorganic phosphate transporter_c0	(1) cpd00009[e0] + (1) cpd00067[e0] <= (1) cpd00009[c0] + (1) cpd00067[c0]	(1) Phosphate_e0[e0] + (1) H+_e0[e0] <= (1) Phosphate_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.534
rxn08975_c0	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase_c0	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd15560[c0] => (1) cpd00003[c0] + (1) cpd15561[c0]	(1) NADH_c0[c0] + (1) H+_c0[c0] + (1) Ubiquinone-8_c0[c0] => (1) NAD_c0[c0] + (1) Ubiquinol-8_c0[c0]	fig|6666666.1394842.peg.1602
rxn02884_c0	5-Oxopent-3-ene-1,2,5-tricarboxylate carboxy-lyase_c0	(1) cpd00067[c0] + (1) cpd02507[c0] <=> (1) cpd00011[c0] + (1) cpd01960[c0]	(1) H+_c0[c0] + (1) 5-Carboxy-2-oxohept-3-enedioate_c0[c0] <=> (1) CO2_c0[c0] + (1) 2-Oxohept-3-enedioate_c0[c0]	fig|6666666.1394842.peg.1257
rxn00105_c0	ATP:nicotinamide-nucleotide adenylyltransferase_c0	(1) cpd00002[c0] + (1) cpd00355[c0] <=> (1) cpd00003[c0] + (1) cpd00012[c0]	(1) ATP_c0[c0] + (1) Nicotinamide ribonucleotide_c0[c0] <=> (1) NAD_c0[c0] + (1) PPi_c0[c0]	(fig|6666666.1394842.peg.814 or fig|6666666.1394842.peg.2382)
rxn03243_c0	Decanoyl-CoA:acetyl-CoA C-acyltransferase_c0	(1) cpd00022[c0] + (1) cpd03128[c0] <=> (1) cpd00010[c0] + (1) cpd03117[c0]	(1) Acetyl-CoA_c0[c0] + (1) Decanoyl-CoA_c0[c0] <=> (1) CoA_c0[c0] + (1) 3-Oxododecanoyl-CoA_c0[c0]	fig|6666666.1394842.peg.2420
rxn03446_c0	O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)_c0	(1) cpd00001[c0] + (1) cpd03607[c0] => (1) cpd00009[c0] + (1) cpd03608[c0]	(1) H2O_c0[c0] + (1) 4-(Phosphonooxy)-threonine_c0[c0] => (1) Phosphate_c0[c0] + (1) 4-Hydroxy-L-threonine_c0[c0]	fig|6666666.1394842.peg.2250
rxn01302_c0	L-homoserine:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00227[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00346[c0]	(1) NADP_c0[c0] + (1) L-Homoserine_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) L-Aspartate4-semialdehyde_c0[c0]	(fig|6666666.1394842.peg.1315 or fig|6666666.1394842.peg.1315)
rxn00101_c0	Urea amidohydrolase_c0	(1) cpd00001[c0] + (2) cpd00067[c0] + (1) cpd00073[c0] => (1) cpd00011[c0] + (2) cpd00013[c0]	(1) H2O_c0[c0] + (2) H+_c0[c0] + (1) Urea_c0[c0] => (1) CO2_c0[c0] + (2) NH3_c0[c0]	((fig|6666666.1394842.peg.117 and fig|6666666.1394842.peg.115 and fig|6666666.1394842.peg.116) or (fig|6666666.1394842.peg.118 and fig|6666666.1394842.peg.119 and fig|6666666.1394842.peg.120 and fig|6666666.1394842.peg.121))
rxn00223_c0	D-glucose aldose-ketose-isomerase_c0	(1) cpd00027[c0] <=> (1) cpd00082[c0]	(1) D-Glucose_c0[c0] <=> (1) D-Fructose_c0[c0]	fig|6666666.1394842.peg.937
